2.90146e+0, 9.76895e-41
5.83922e+0, 9.76895e-41
9.47623e+0, 9.76895e-41
1.55449e+1, 9.88380e-41
2.19342e+1, 9.54323e-41
2.72007e+1, 9.32273e-41
3.16228e+1, 8.89690e-41
3.92155e+1, 8.10269e-41
4.70866e+1, 7.20888e-41
6.03078e+1, 5.77326e-41
6.86197e+1, 4.90180e-41
8.06384e+1, 4.11352e-41
9.47623e+1, 3.21821e-41
1.10168e+2, 2.51777e-41
1.22683e+2, 2.04007e-41
1.38098e+2, 1.67244e-41
1.55449e+2, 1.32382e-41
1.71256e+2, 1.11093e-41
1.94859e+2, 9.00150e-42
2.07853e+2, 7.73259e-42
2.46901e+2, 6.41367e-42
3.09495e+2, 5.19680e-42
3.83806e+2, 4.31040e-42
4.60841e+2, 3.65975e-42
6.16197e+2, 2.89687e-42
7.24124e+2, 2.60762e-42
8.88379e+2, 2.11287e-42
1.04398e+3, 1.73212e-42
1.22683e+3, 1.43668e-42
1.39592e+3, 1.21982e-42
1.60549e+3, 1.00000e-42
