1.38217e+0, 1.24520e-28
1.55873e+0, 4.90316e-28
1.80729e+0, 1.86141e-27
2.05709e+0, 5.27500e-27
2.42964e+0, 1.41512e-26
2.92323e+0, 3.59381e-26
3.89369e+0, 9.46652e-26
5.04442e+0, 1.52244e-25
6.29791e+0, 1.89574e-25
7.93594e+0, 2.11542e-25
1.01867e+1, 2.11542e-25
1.27180e+1, 1.96630e-25
1.61747e+1, 1.73020e-25
2.03815e+1, 1.49487e-25
2.68979e+1, 1.17877e-25
3.71776e+1, 9.38042e-26
4.90640e+1, 7.88543e-26
6.47508e+1, 6.81292e-26
9.54816e+1, 5.47136e-26
1.26009e+2, 4.64159e-26
1.66297e+2, 3.66009e-26
2.00081e+2, 3.27999e-26
2.25639e+2, 4.23627e-26
2.52119e+2, 5.37228e-26
3.26630e+2, 4.15956e-26
4.31060e+2, 3.27999e-26
5.63643e+2, 2.58642e-26
7.16839e+2, 2.11542e-26
9.81675e+2, 1.69886e-26
